Region,Assembly Identifier,Phylum,Class,Order,Family,Genus,Organism Name,Average_lifespan_days,DNA_bendability,X_Displacement,Y_Displacement,Inclination,Tip,Shear,Stretch,Stagger,Buckle,Propel,Opening,Alpha,Beta,Gamma,Delta,Epsilon,Zeta,Chi,Phase,Amplitude,Hydrogen_bond,Stacking_energy,Solvation,Shift,Slide,Rise,Tilt,Roll,Twist,A_philicity_energy
intron,GCA_002072015.1_ASM207201v1,Mollusca,Gastropoda,Hygrophila,Lymnaeidae,Radix,Radix auricularia,730,-0.039623537,-0.922650477,-0.088067553,3.818794583,0.285320849,0.100620997,0.024244481,0.061198842,2.330877387,-10.10080544,2.186615394,-71.7877249,169.6538935,55.05621845,134.2073173,-161.1972246,-112.4030856,-110.9687741,149.9081073,41.56974243,-13.16947666,-54.07550525,-348.6557142,-0.147767237,-0.324954516,3.322563027,-0.803870573,2.083930009,34.54460078,0.693553178
downstream1,GCA_002072015.1_ASM207201v1,Mollusca,Gastropoda,Hygrophila,Lymnaeidae,Radix,Radix auricularia,730,-0.026761914,-0.920202742,-0.050214091,3.947597768,0.448621473,0.092414728,0.023393826,0.065244614,2.739065495,-9.782867907,2.003825598,-72.14873927,168.7460154,55.11824636,134.9071215,-160.4321117,-112.1471116,-112.1308719,150.8669365,41.59652118,-13.64436201,-54.08508486,-348.4263672,-0.139205294,-0.327004744,3.323534483,-0.778953193,2.217867571,34.44541176,0.670546029
downstream2,GCA_002072015.1_ASM207201v1,Mollusca,Gastropoda,Hygrophila,Lymnaeidae,Radix,Radix auricularia,730,-0.041560089,-0.922219081,-0.090480683,3.802940102,0.252271973,0.103608521,0.024223567,0.059248212,2.348990105,-10.25298424,2.243069345,-71.75988471,169.8541669,55.0144856,134.0901475,-161.1463811,-112.3502674,-111.1140601,149.7048169,41.58580809,-13.02725394,-54.05644201,-348.8649895,-0.147800479,-0.327940969,3.32166458,-0.832259686,2.048015772,34.53997267,0.707297247
upstream1,GCA_016086655.4_UVic_Lsal_1.3,Arthropoda (Mandibulata),Crustacea,Hexanauplia,Caligidae,Lepeophtheirus,Lepeophtheirus salmonis,212.85,-0.034111712,-0.916507408,-0.087397625,3.776477347,0.26496946,0.101662021,0.024809622,0.063514747,2.355669547,-10.04729811,2.194894552,-71.82691654,169.5513332,55.16254807,134.25056,-161.2660386,-112.362763,-110.9445888,150.0162772,41.55996001,-13.15540139,-54.06033739,-348.5731738,-0.141172512,-0.323590821,3.324179467,-0.782211204,2.071644736,34.57852671,0.693129392
upstream2,GCA_016086655.4_UVic_Lsal_1.3,Arthropoda (Mandibulata),Crustacea,Hexanauplia,Caligidae,Lepeophtheirus,Lepeophtheirus salmonis,212.85,-0.034120126,-0.908093014,-0.06358128,3.892369983,0.292915504,0.096317991,0.024280317,0.063920175,2.734327256,-9.933334283,2.067229528,-71.92777768,169.2511877,55.24143558,134.4520214,-161.2298705,-112.4338538,-110.9717062,150.3584441,41.5181759,-13.48958039,-54.05838135,-348.1230511,-0.136572753,-0.321981342,3.326111181,-0.740351576,2.134529916,34.54489899,0.677198751
exon,GCA_016086655.4_UVic_Lsal_1.3,Arthropoda (Mandibulata),Crustacea,Hexanauplia,Caligidae,Lepeophtheirus,Lepeophtheirus salmonis,212.85,-0.032277342,-0.904429328,-0.052812724,3.967081572,0.325043448,0.094383968,0.023776835,0.064165954,2.897621641,-9.919453526,2.01749799,-72.0034535,168.9785293,55.22001564,134.6416136,-160.9685944,-112.3456174,-111.5062303,150.5889465,41.53716353,-13.61165495,-54.06034742,-348.0136187,-0.136991337,-0.323088323,3.326230374,-0.764939894,2.165271626,34.5152666,0.674863696
intron,GCA_016086655.4_UVic_Lsal_1.3,Arthropoda (Mandibulata),Crustacea,Hexanauplia,Caligidae,Lepeophtheirus,Lepeophtheirus salmonis,212.85,-0.040608021,-0.914974764,-0.087391164,3.790105517,0.286181907,0.103026585,0.024598262,0.060181356,2.444612023,-10.16321583,2.210707951,-71.7827446,169.6739864,55.15672717,134.1507751,-161.3845188,-112.4330912,-110.7264558,149.8854001,41.54446506,-13.09169489,-54.03539537,-348.5716076,-0.143167849,-0.327791252,3.32403244,-0.800365193,2.047195736,34.56706737,0.699963709
downstream1,GCA_016086655.4_UVic_Lsal_1.3,Arthropoda (Mandibulata),Crustacea,Hexanauplia,Caligidae,Lepeophtheirus,Lepeophtheirus salmonis,212.85,-0.033545836,-0.897810286,-0.056064989,3.908559169,0.392015249,0.096221511,0.023769884,0.063502041,2.893797198,-10.01193625,2.064950656,-72.05783183,168.9161165,55.18669603,134.746111,-160.7541199,-112.1669598,-111.9299806,150.6866556,41.57797347,-13.50296108,-54.04736686,-348.1087634,-0.139217609,-0.324899081,3.326080802,-0.785854767,2.150033157,34.52761379,0.681961016
downstream2,GCA_016086655.4_UVic_Lsal_1.3,Arthropoda (Mandibulata),Crustacea,Hexanauplia,Caligidae,Lepeophtheirus,Lepeophtheirus salmonis,212.85,-0.038962701,-0.916551856,-0.098326989,3.749445594,0.166430129,0.106920449,0.02531265,0.059236521,2.180765173,-10.21796917,2.30169815,-71.65123266,170.0222045,55.19624554,133.8309189,-161.641707,-112.514503,-110.302116,149.4447103,41.53418353,-12.86063391,-54.02097655,-348.8603688,-0.136606786,-0.326603984,3.323666469,-0.773929714,1.995066852,34.61320747,0.711793872
upstream1,GCA_014673585.1_Sbal3.1,Arthropoda (Mandibulata),Crustacea,Thecostraca,Balanidae,Semibalanus,Semibalanus balanoides,2555,-0.019073898,-0.951434259,-0.062212265,4.065058948,0.1525174,0.085213794,0.023889507,0.067756766,2.101190662,-9.263934788,1.874523238,-71.89008938,169.1757949,55.15114803,134.5024738,-160.9897305,-112.6921111,-110.8599325,150.3949261,41.5059572,-13.93441545,-54.20514349,-348.3811601,-0.130012406,-0.31150337,3.320757314,-0.651368831,2.26155798,34.42762896,0.643531869
upstream2,GCA_014673585.1_Sbal3.1,Arthropoda (Mandibulata),Crustacea,Thecostraca,Balanidae,Semibalanus,Semibalanus balanoides,2555,-0.013145652,-0.965648506,-0.038949633,4.127316889,0.158669195,0.076267469,0.023185386,0.072451237,2.077053626,-8.905151235,1.698033905,-72.13614528,168.582085,55.1390811,135.0626243,-160.4509863,-112.587747,-111.3405524,151.1862409,41.51463961,-14.37106607,-54.27925373,-348.1196625,-0.124837359,-0.299316622,3.320728327,-0.588026198,2.338490321,34.40108885,0.61835904
exon,GCA_014673585.1_Sbal3.1,Arthropoda (Mandibulata),Crustacea,Thecostraca,Balanidae,Semibalanus,Semibalanus balanoides,2555,-0.009106903,-0.977244244,-0.02018317,4.211541432,0.13252346,0.065544561,0.022280224,0.077781087,2.01965288,-8.510849295,1.488689543,-72.40365218,167.8698001,55.07922906,135.731047,-159.9210001,-112.4835648,-111.7965691,152.1667719,41.50396804,-14.88615797,-54.38157379,-347.6778053,-0.121630111,-0.282413694,3.321603393,-0.516455335,2.418436438,34.40872495,0.589345389
intron,GCA_014673585.1_Sbal3.1,Arthropoda (Mandibulata),Crustacea,Thecostraca,Balanidae,Semibalanus,Semibalanus balanoides,2555,-0.018993001,-0.956598228,-0.056686705,4.05812666,0.166501663,0.082460709,0.023914491,0.06880238,2.113206848,-9.150105068,1.821863106,-71.96720421,168.9753883,55.14367515,134.6922304,-160.885508,-112.685611,-110.873775,150.70249,41.49462023,-14.08033234,-54.22031464,-348.1936495,-0.130937984,-0.307686975,3.321639424,-0.617651394,2.293112134,34.42099087,0.63214517
downstream1,GCA_014673585.1_Sbal3.1,Arthropoda (Mandibulata),Crustacea,Thecostraca,Balanidae,Semibalanus,Semibalanus balanoides,2555,-0.009989002,-0.972232825,-0.017552398,4.178096733,0.194273389,0.066960825,0.02238635,0.077650211,2.135984098,-8.581337616,1.513145307,-72.43762052,167.8199975,55.11172265,135.7590375,-159.9327725,-112.4536872,-111.8240919,152.2188781,41.50562082,-14.83435176,-54.35614705,-347.629847,-0.123181124,-0.28724272,3.32289955,-0.527966087,2.410907843,34.41450686,0.591060595
downstream2,GCA_014673585.1_Sbal3.1,Arthropoda (Mandibulata),Crustacea,Thecostraca,Balanidae,Semibalanus,Semibalanus balanoides,2555,-0.013384812,-0.977710975,-0.042803227,4.07691496,0.103447904,0.074015175,0.023535859,0.072540073,1.971599293,-8.765984209,1.661082078,-72.2181221,168.4097998,55.0106425,135.3107477,-160.3264077,-112.5217881,-111.4062121,151.6416904,41.4958843,-14.47724443,-54.29455329,-347.9101488,-0.121287515,-0.295991873,3.321443478,-0.527933088,2.364097656,34.4066412,0.605631395
upstream1,GCA_964187895.1_xgCorAspe16.1,Mollusca,Gastropoda,Stylommatophora,Helicidae,Cornu,Cornu aspersum,2104.583333,-0.02264881,-0.935268344,-0.071730401,3.908092849,0.245289651,0.091845357,0.024475973,0.065537509,2.198846887,-9.561232974,2.009202143,-71.92741886,169.129737,55.08971581,134.5722788,-160.9280692,-112.4136882,-111.2133135,150.4971025,41.53464074,-13.63781026,-54.14817232,-348.6174836,-0.131087781,-0.315489965,3.3213034,-0.693823329,2.201486401,34.47344925,0.662960955
upstream2,GCA_964187895.1_xgCorAspe16.1,Mollusca,Gastropoda,Stylommatophora,Helicidae,Cornu,Cornu aspersum,2104.583333,-0.025038887,-0.927616272,-0.061216332,3.929559774,0.292259365,0.091019357,0.023926208,0.065642069,2.434299248,-9.625062905,1.986817666,-72.00935635,169.0650609,55.07844799,134.6969862,-160.7774498,-112.3377463,-111.4712044,150.6467271,41.5432476,-13.70695411,-54.14526967,-348.5581725,-0.13530493,-0.31697326,3.322284052,-0.715729656,2.215381284,34.4630909,0.665053889
exon,GCA_964187895.1_xgCorAspe16.1,Mollusca,Gastropoda,Stylommatophora,Helicidae,Cornu,Cornu aspersum,2104.583333,-0.016906998,-0.932574325,-0.037990387,4.03559848,0.361631589,0.086287487,0.023227497,0.067970721,2.605456994,-9.432150204,1.878327805,-72.21278354,168.47164,55.15656697,135.0938906,-160.3478015,-112.2427468,-111.9915513,151.1874656,41.55978995,-13.94985974,-54.14450924,-348.4333618,-0.131951897,-0.31924355,3.32205655,-0.716861177,2.294749124,34.39614146,0.651111122
intron,GCA_964187895.1_xgCorAspe16.1,Mollusca,Gastropoda,Stylommatophora,Helicidae,Cornu,Cornu aspersum,2104.583333,-0.017214283,-0.941263025,-0.068685083,3.949740047,0.192999526,0.091571373,0.024730389,0.066015388,2.137209185,-9.491232507,2.005773811,-71.86718195,169.2954792,55.15684365,134.3718849,-161.1820586,-112.6198606,-110.7809884,150.2334276,41.51822651,-13.65804315,-54.14256054,-348.7991437,-0.129188167,-0.317923459,3.319927038,-0.669493809,2.232921682,34.42399365,0.657855461
downstream1,GCA_964187895.1_xgCorAspe16.1,Mollusca,Gastropoda,Stylommatophora,Helicidae,Cornu,Cornu aspersum,2104.583333,-0.018761518,-0.928280374,-0.036235712,3.999002265,0.363274935,0.086926575,0.023266927,0.067303,2.670326275,-9.451355249,1.89998187,-72.23404938,168.4836987,55.17803287,135.0912181,-160.2875781,-112.2510768,-112.0452722,151.1622833,41.57450585,-13.91005844,-54.13295816,-348.4285757,-0.129454453,-0.320017584,3.321912647,-0.717285315,2.290213159,34.38934073,0.654182376
downstream2,GCA_964187895.1_xgCorAspe16.1,Mollusca,Gastropoda,Stylommatophora,Helicidae,Cornu,Cornu aspersum,2104.583333,-0.022474583,-0.942206436,-0.068303187,3.94076264,0.171416694,0.093369131,0.02442961,0.064361734,2.212555057,-9.62948741,2.043555171,-71.8349836,169.4705503,55.10863294,134.2912796,-161.1449861,-112.5927833,-110.8226866,150.0776658,41.52974849,-13.56008547,-54.13124861,-348.8476121,-0.133362488,-0.320631438,3.320133254,-0.707049381,2.193949115,34.44059153,0.668502513
upstream1,GCA_015776835.1_Ae_genome_v2,Arthropoda (Mandibulata),Insecta,Hymenoptera,Braconidae,Aphidius,Aphidius ervi,18,-0.054125898,-0.904893866,-0.127716955,3.659311679,0.3519449,0.109241375,0.024754049,0.053311841,2.079306651,-10.40491066,2.361609843,-71.73288112,169.976546,54.90033172,134.1001844,-161.0231658,-112.0169216,-111.4331021,149.6648737,41.63407731,-12.67879225,-54.04303044,-349.0850455,-0.15014377,-0.317822253,3.320574149,-0.852167577,1.951977732,34.62714414,0.732599524
upstream2,GCA_015776835.1_Ae_genome_v2,Arthropoda (Mandibulata),Insecta,Hymenoptera,Braconidae,Aphidius,Aphidius ervi,18,-0.05154366,-0.892407892,-0.128690333,3.621537887,0.4466718,0.108327399,0.024685607,0.053404042,2.126178381,-10.36534636,2.348679092,-71.85639889,169.6539647,54.88751084,134.3998836,-160.6433956,-111.7358519,-112.1719489,150.0721793,41.66151203,-12.72585635,-54.04090819,-349.0731777,-0.150089299,-0.317663531,3.319666511,-0.856187574,1.973544319,34.61030356,0.729700201
exon,GCA_015776835.1_Ae_genome_v2,Arthropoda (Mandibulata),Insecta,Hymenoptera,Braconidae,Aphidius,Aphidius ervi,18,-0.040318917,-0.889079228,-0.119560837,3.76404348,0.427664084,0.103103758,0.024402016,0.054649482,2.181405307,-10.16511662,2.23436401,-71.92156482,169.3117596,54.88372806,134.6270101,-160.3367584,-111.7238802,-112.9312354,150.4202522,41.63912322,-13.04552541,-54.08717827,-349.0218842,-0.142394049,-0.313021651,3.317258235,-0.823167923,2.063451671,34.53344901,0.714685783
intron,GCA_015776835.1_Ae_genome_v2,Arthropoda (Mandibulata),Insecta,Hymenoptera,Braconidae,Aphidius,Aphidius ervi,18,-0.054539707,-0.908428425,-0.124674094,3.653487532,0.30087305,0.111328705,0.02487258,0.052284416,2.091653502,-10.47570716,2.395008993,-71.67725966,170.1055776,54.94747266,133.9604248,-161.1595055,-112.1087275,-111.125192,149.4992517,41.60985039,-12.58443894,-54.02235768,-349.1260355,-0.149038662,-0.320242363,3.320585982,-0.857940873,1.9335949,34.6416007,0.73790066
downstream1,GCA_015776835.1_Ae_genome_v2,Arthropoda (Mandibulata),Insecta,Hymenoptera,Braconidae,Aphidius,Aphidius ervi,18,-0.041137509,-0.884622681,-0.107496749,3.789173996,0.45996864,0.102285345,0.024066029,0.055631134,2.384026793,-10.21324137,2.215707798,-71.96175365,169.2573011,54.91423794,134.6560902,-160.3305716,-111.7585469,-112.9312604,150.4358972,41.64735555,-13.10376497,-54.08178142,-348.863795,-0.145956357,-0.315169782,3.318957767,-0.834867431,2.080258178,34.52919629,0.714251468
downstream2,GCA_015776835.1_Ae_genome_v2,Arthropoda (Mandibulata),Insecta,Hymenoptera,Braconidae,Aphidius,Aphidius ervi,18,-0.065836278,-0.903589855,-0.131891986,3.574537826,0.359223815,0.116896497,0.024815563,0.048641364,2.133949047,-10.78285301,2.492919844,-71.6402535,170.3219821,54.90540797,133.8517783,-161.243103,-112.0360643,-111.0493227,149.3072266,41.64144158,-12.29340727,-53.97225389,-349.1889394,-0.151426641,-0.326347789,3.322354437,-0.897436897,1.843111796,34.69787342,0.760158833
upstream1,GCA_005281725.1_ASM528172v1,Nematoda,Chromadorea,Rhabditida,Onchocercidae,Wuchereria,Wuchereria bancrofti,5196.632813,-0.041417093,-0.917646042,-0.084734083,3.809256746,0.189203157,0.102351454,0.024254966,0.059808894,2.447847121,-10.22299167,2.204602753,-71.76689189,169.8434676,55.07901817,134.1465134,-161.2720815,-112.4422954,-110.8269335,149.8765695,41.53041822,-13.13690309,-54.08666372,-348.7330135,-0.143161883,-0.320901401,3.322356778,-0.794012743,2.038694876,34.56803427,0.705682892
upstream2,GCA_005281725.1_ASM528172v1,Nematoda,Chromadorea,Rhabditida,Onchocercidae,Wuchereria,Wuchereria bancrofti,5196.632813,-0.038601177,-0.913495905,-0.079203809,3.84529,0.236278086,0.0987373,0.024069509,0.059708686,2.424236144,-10.06670998,2.126452606,-71.90967135,169.4739935,55.01861083,134.5001158,-160.8682821,-112.2461134,-111.478511,150.3794811,41.54100247,-13.33113518,-54.12529659,-348.6957047,-0.137921981,-0.315897139,3.321572065,-0.753321471,2.076840147,34.53943797,0.696963888
exon,GCA_005281725.1_ASM528172v1,Nematoda,Chromadorea,Rhabditida,Onchocercidae,Wuchereria,Wuchereria bancrofti,5196.632813,-0.032201711,-0.905948976,-0.073087363,3.912320749,0.251792123,0.093745913,0.023672232,0.061279626,2.41698363,-9.835923044,2.032320043,-72.02895784,169.0035947,54.97592106,134.8478382,-160.4382048,-112.0324191,-112.2616594,150.8417664,41.55768326,-13.57689647,-54.16947744,-348.5942516,-0.134904726,-0.308131398,3.320412672,-0.734885929,2.144534026,34.50788709,0.684775158
intron,GCA_005281725.1_ASM528172v1,Nematoda,Chromadorea,Rhabditida,Onchocercidae,Wuchereria,Wuchereria bancrofti,5196.632813,-0.047262179,-0.913677223,-0.08822039,3.793342719,0.212957732,0.106173629,0.024108012,0.058065396,2.543882897,-10.42506847,2.270004725,-71.70779501,170.0694276,55.05900974,133.988586,-161.3741721,-112.4337844,-110.6918472,149.6111036,41.5425807,-12.96163843,-54.0645491,-348.8494017,-0.148993638,-0.323671671,3.322184319,-0.845124807,1.993615038,34.58949298,0.719776053
downstream1,GCA_005281725.1_ASM528172v1,Nematoda,Chromadorea,Rhabditida,Onchocercidae,Wuchereria,Wuchereria bancrofti,5196.632813,-0.03430233,-0.90257722,-0.073235366,3.870584746,0.332701664,0.095544906,0.023748678,0.060763307,2.522223458,-9.936784373,2.065975877,-72.05710992,169.0080602,55.00759723,134.8543067,-160.4221718,-111.9833443,-112.3406523,150.8289229,41.57647694,-13.49704516,-54.14048102,-348.6153255,-0.135060148,-0.314100773,3.321348808,-0.744871154,2.130468883,34.50850091,0.689833225
downstream2,GCA_005281725.1_ASM528172v1,Nematoda,Chromadorea,Rhabditida,Onchocercidae,Wuchereria,Wuchereria bancrofti,5196.632813,-0.045967008,-0.918524051,-0.086123573,3.828752766,0.137915147,0.105039875,0.024087859,0.058215241,2.499762136,-10.37905049,2.248095202,-71.66674206,170.1715787,55.07711947,133.8918191,-161.4681954,-112.55926,-110.5301667,149.4859518,41.52648469,-13.01064718,-54.07389701,-348.8473875,-0.145578766,-0.324159912,3.322635619,-0.830061615,1.991749774,34.58524009,0.71835668
upstream1,GCA_003426905.1_ASM342690v1,Arthropoda (Mandibulata),Insecta,Siphonaptera,Pulicidae,Ctenocephalides,Ctenocephalides felis,1095,-0.040076396,-0.912473846,-0.114365075,3.702424654,0.216494235,0.104848207,0.025041833,0.058891391,1.963381593,-10.13420139,2.283243624,-71.74669636,169.8465848,55.0193622,134.1199571,-161.1479129,-112.230449,-111.0595844,149.7838082,41.57944604,-12.91242284,-54.09755487,-349.0937555,-0.14234575,-0.318737956,3.320284084,-0.788078259,2.008884803,34.58479813,0.712082693
upstream2,GCA_003426905.1_ASM342690v1,Arthropoda (Mandibulata),Insecta,Siphonaptera,Pulicidae,Ctenocephalides,Ctenocephalides felis,1095,-0.039079467,-0.90700453,-0.100195596,3.727268458,0.313190421,0.102710357,0.024686061,0.059869121,2.185266096,-10.08936227,2.229194543,-71.88090349,169.4908888,55.02962861,134.4273079,-160.8431731,-112.0725552,-111.6474884,150.2025681,41.60131795,-13.05296766,-54.08291045,-348.9117186,-0.14258983,-0.322604762,3.321720307,-0.795220039,2.042415903,34.56624242,0.704074932
exon,GCA_003426905.1_ASM342690v1,Arthropoda (Mandibulata),Insecta,Siphonaptera,Pulicidae,Ctenocephalides,Ctenocephalides felis,1095,-0.032740113,-0.905236202,-0.076107904,3.837443057,0.366621369,0.097428695,0.023931669,0.062250249,2.512583672,-9.958172412,2.103715596,-72.03882511,168.9665809,55.02164556,134.8052305,-160.4507097,-111.973077,-112.3390628,150.7358675,41.59951818,-13.38620301,-54.09834785,-348.6398775,-0.142076118,-0.321492685,3.321580561,-0.808030901,2.124299692,34.5082038,0.689003449
intron,GCA_003426905.1_ASM342690v1,Arthropoda (Mandibulata),Insecta,Siphonaptera,Pulicidae,Ctenocephalides,Ctenocephalides felis,1095,-0.043821699,-0.913596362,-0.107703261,3.705457081,0.246297369,0.106046036,0.024831206,0.057827484,2.118599607,-10.22229879,2.285140419,-71.74743368,169.8819377,55.04473629,134.1136808,-161.2615934,-112.2836473,-110.8708746,149.8018682,41.56750948,-12.88212463,-54.06713352,-348.9891903,-0.144069401,-0.325219883,3.322102393,-0.812630468,1.987096096,34.59270709,0.715410762
downstream1,GCA_003426905.1_ASM342690v1,Arthropoda (Mandibulata),Insecta,Siphonaptera,Pulicidae,Ctenocephalides,Ctenocephalides felis,1095,-0.033290929,-0.903735422,-0.073054296,3.797723958,0.404023832,0.098252364,0.024021261,0.061995631,2.549235831,-9.999365439,2.12202759,-72.09836836,168.8646758,55.00753731,134.9178888,-160.3065252,-111.8516963,-112.5577192,150.8842782,41.61848413,-13.34913996,-54.08079835,-348.6505873,-0.141153218,-0.324519984,3.322426837,-0.807100893,2.116515063,34.51257012,0.691249
downstream2,GCA_003426905.1_ASM342690v1,Arthropoda (Mandibulata),Insecta,Siphonaptera,Pulicidae,Ctenocephalides,Ctenocephalides felis,1095,-0.039601022,-0.917164734,-0.118575273,3.576745615,0.180993223,0.110470485,0.025591146,0.057545796,1.800208892,-10.24357628,2.39597511,-71.70785766,170.0025234,55.07796529,133.9767147,-161.2726976,-112.1922608,-110.7659053,149.6071136,41.58597913,-12.59859824,-54.03170993,-349.3536324,-0.136310529,-0.329326979,3.321538263,-0.800850175,1.947732473,34.62183022,0.726014269
upstream1,GCA_009830355.1_DU_Cdes_1.0,Arthropoda (Mandibulata),Crustacea,Decapoda,Parastacidae,Cherax,Cherax destructor,2190,-0.026839875,-0.941139472,-0.074903401,3.875382048,0.230380503,0.095297698,0.024612418,0.064969262,2.165594143,-9.679262771,2.099261042,-71.83170848,169.3745915,55.23117378,134.2785595,-161.2975425,-112.6117626,-110.6015181,150.0774408,41.54099938,-13.4084279,-54.08151114,-348.6827793,-0.128121286,-0.330597685,3.322617243,-0.685237048,2.172637055,34.46678161,0.664634811
upstream2,GCA_009830355.1_DU_Cdes_1.0,Arthropoda (Mandibulata),Crustacea,Decapoda,Parastacidae,Cherax,Cherax destructor,2190,-0.022972626,-0.941012547,-0.058925111,3.91588113,0.277255447,0.09169536,0.024010741,0.066511736,2.340550395,-9.606864459,2.020505491,-72.00558073,169.0096996,55.18203136,134.6440707,-160.8951016,-112.4471931,-111.151947,150.5733187,41.55732025,-13.61274632,-54.10354162,-348.5830318,-0.12758046,-0.325828488,3.323329108,-0.692492641,2.219422769,34.45019356,0.659507313
exon,GCA_009830355.1_DU_Cdes_1.0,Arthropoda (Mandibulata),Crustacea,Decapoda,Parastacidae,Cherax,Cherax destructor,2190,-0.018890715,-0.931669071,-0.045558252,4.011389568,0.32749976,0.088207761,0.023374312,0.067495309,2.562846702,-9.54460633,1.936067678,-72.10738442,168.6652943,55.17133663,134.9048442,-160.5838274,-112.3057655,-111.7757504,150.9153246,41.56096201,-13.82736785,-54.12307589,-348.4164614,-0.129302769,-0.321534906,3.323089669,-0.712530672,2.275178084,34.42088333,0.654535376
intron,GCA_009830355.1_DU_Cdes_1.0,Arthropoda (Mandibulata),Crustacea,Decapoda,Parastacidae,Cherax,Cherax destructor,2190,-0.025735746,-0.942932311,-0.06491017,3.924877131,0.280283413,0.09297748,0.02427208,0.06552495,2.339633046,-9.640508997,2.039411125,-71.87585402,169.2319123,55.25112932,134.3822465,-161.2767294,-112.6507777,-110.6430999,150.227647,41.53467513,-13.55931371,-54.08404168,-348.5171329,-0.124639149,-0.33133975,3.323824139,-0.67293606,2.208924358,34.44680304,0.658210562
downstream1,GCA_009830355.1_DU_Cdes_1.0,Arthropoda (Mandibulata),Crustacea,Decapoda,Parastacidae,Cherax,Cherax destructor,2190,-0.020281504,-0.92962176,-0.044266155,3.969564706,0.390189835,0.089542961,0.023394212,0.067186653,2.631323506,-9.622144821,1.961138037,-72.1374514,168.602459,55.16748637,134.9442296,-160.5386277,-112.2470387,-111.8622161,150.9549278,41.57444805,-13.77003723,-54.10280646,-348.4155285,-0.130821549,-0.324205707,3.323752395,-0.731658653,2.25948294,34.42958139,0.658895481
downstream2,GCA_009830355.1_DU_Cdes_1.0,Arthropoda (Mandibulata),Crustacea,Decapoda,Parastacidae,Cherax,Cherax destructor,2190,-0.032159402,-0.932858308,-0.086038466,3.811264872,0.245528461,0.10045746,0.024463559,0.062186516,2.145592563,-9.967147956,2.193420694,-71.79264443,169.7178552,55.13235826,134.1464703,-161.263346,-112.4807957,-110.7520306,149.8385423,41.56556433,-13.15492423,-54.07397133,-348.9367992,-0.133398255,-0.330261018,3.321634619,-0.746881621,2.101221683,34.50775535,0.688996202
upstream1,GCA_002113885.2_ASM211388v2,Mollusca,Bivalvia,Pectinida,Pectinidae,Mizuhopecten,Mizuhopecten yessoensis,5031.785714,-0.033002852,-0.920518932,-0.092919168,3.821980434,0.26377943,0.098736867,0.024771141,0.061322619,2.149284944,-9.894873463,2.1402088,-71.82648991,169.5072492,55.1110093,134.2961839,-161.1369988,-112.4052241,-111.0655659,150.0806387,41.55044627,-13.28757443,-54.10762586,-348.7852712,-0.13679641,-0.321420734,3.321163461,-0.733536968,2.103312869,34.51494157,0.686042692
upstream2,GCA_002113885.2_ASM211388v2,Mollusca,Bivalvia,Pectinida,Pectinidae,Mizuhopecten,Mizuhopecten yessoensis,5031.785714,-0.029305791,-0.921567065,-0.074093198,3.869280251,0.302453207,0.093946303,0.024340393,0.063196123,2.299730762,-9.74380331,2.043316178,-71.99690112,169.0899813,55.07592648,134.6690011,-160.7531514,-112.2771297,-111.5946058,150.6084795,41.55848278,-13.55129407,-54.13019494,-348.6177075,-0.134722398,-0.317990284,3.321569676,-0.704500956,2.167651159,34.48074568,0.672056285
exon,GCA_002113885.2_ASM211388v2,Mollusca,Bivalvia,Pectinida,Pectinidae,Mizuhopecten,Mizuhopecten yessoensis,5031.785714,-0.01946148,-0.932108107,-0.043580222,4.004474854,0.393521659,0.086768786,0.023844891,0.067219348,2.552589788,-9.404854707,1.889774852,-72.21567497,168.3792413,55.17648144,135.09715,-160.3844029,-112.2324539,-112.0234975,151.2052507,41.57005828,-13.93662628,-54.1266942,-348.3506085,-0.133045437,-0.319766794,3.322049345,-0.678198217,2.296706544,34.39475423,0.644120837
intron,GCA_002113885.2_ASM211388v2,Mollusca,Bivalvia,Pectinida,Pectinidae,Mizuhopecten,Mizuhopecten yessoensis,5031.785714,-0.025828871,-0.931745713,-0.087526992,3.85401411,0.248941994,0.096700893,0.025037163,0.063585801,2.083716341,-9.70580345,2.109929237,-71.8459203,169.3929669,55.19363082,134.2703587,-161.165656,-112.5348185,-110.916374,150.0539142,41.54898788,-13.37852286,-54.10051268,-348.8419653,-0.136090883,-0.325489711,3.320068937,-0.710058685,2.159687048,34.45704848,0.670980756
downstream1,GCA_002113885.2_ASM211388v2,Mollusca,Bivalvia,Pectinida,Pectinidae,Mizuhopecten,Mizuhopecten yessoensis,5031.785714,-0.022429215,-0.925609931,-0.046998414,3.957938329,0.427178069,0.089267301,0.023950187,0.066137145,2.607131533,-9.536289128,1.940109527,-72.22599869,168.4178277,55.19234033,135.0827569,-160.3408084,-112.1626749,-112.1641024,151.1632023,41.58872934,-13.81596472,-54.10868383,-348.3930745,-0.131320196,-0.324074515,3.322880244,-0.680986218,2.2607736,34.41209762,0.653653292
downstream2,GCA_002113885.2_ASM211388v2,Mollusca,Bivalvia,Pectinida,Pectinidae,Mizuhopecten,Mizuhopecten yessoensis,5031.785714,-0.027678382,-0.924369486,-0.0856937,3.837741293,0.257201838,0.097663056,0.024888278,0.062179053,2.170244632,-9.799641218,2.118799417,-71.90410811,169.2918299,55.12951051,134.3958503,-160.9533303,-112.3562202,-111.3183467,150.2153898,41.56205718,-13.35808089,-54.10446503,-348.9045961,-0.135403513,-0.323029267,3.319621482,-0.717922305,2.136316655,34.46390596,0.68008705
