phylotree_tip_name,Assembly.Identifier,Phylum,Class,Order,Family,Genus,Organism.Name,ln_Genome_size,eigenvector_1,eigenvector_2,eigenvector_3,eigenvector_4,eigenvector_5,eigenvector_6,eigenvector_7,eigenvector_8,eigenvector_9,eigenvector_10,eigenvector_11,eigenvector_12,Lifespan,log_lifespan
Spisula_solida_ott131022,GCA_947247005.1_xbSpiSoli1.1,Mollusca,Bivalvia,Venerida,Mactridae,Spisula,Spisula solida,20.65295951,-0.064952556,0.007309815,0.001184643,6.21e-5,7.88318e-4,-5.61729e-4,-2.86407e-4,1.49365e-4,2.95433e-4,1.17406e-4,0.093443294,0.018570793,2737.5,7.914800374124757
Magallana_hongkongensis_ott7493916,GCA_015776775.1_ASM1577677v1,Mollusca,Bivalvia,Ostreida,Ostreidae,Magallana,Magallana hongkongensis,20.2267089,-0.064993416,0.007322588,0.001188128,6.24e-5,7.93682e-4,-5.69657e-4,-2.9224e-4,1.54113e-4,3.05222e-4,1.22467e-4,0.097562861,0.01951839,3650,8.202482446576537
Crassostrea_tulipa_ott332853,GCA_040285235.1_LNCC_Cgas_1.0,Mollusca,Bivalvia,Ostreida,Ostreidae,Crassostrea,Crassostrea gasar,20.04603771,-0.064993415,0.007322587,0.001188128,6.24e-5,7.93682e-4,-5.69657e-4,-2.9224e-4,1.54113e-4,3.05222e-4,1.22467e-4,0.097562746,0.019518364,1760.516667,7.473362605747113
Ostrea_angasi_ott1088125,GCA_947568905.1_xbOstEdul1.1,Mollusca,Bivalvia,Ostreida,Ostreidae,Ostrea,Ostrea edulis,20.61211441,-0.064993048,0.007322473,0.001188097,6.24e-5,7.93634e-4,-5.69586e-4,-2.92188e-4,1.54071e-4,3.05136e-4,1.22423e-4,0.097526694,0.019510104,3650,8.202482446576537
Magallana_gigas_ott987409,GCA_963853765.1_xbMagGiga1.1,Mollusca,Bivalvia,Ostreida,Ostreidae,Magallana,Magallana gigas,20.15057195,-0.064993416,0.007322588,0.001188128,6.24e-5,7.93682e-4,-5.69657e-4,-2.9224e-4,1.54113e-4,3.05222e-4,1.22467e-4,0.097562861,0.01951839,2117,7.6577552711348655
Saccostrea_glomerata_ott26482,GCA_003671525.1_Sgl1.0,Mollusca,Bivalvia,Ostreida,Ostreidae,Saccostrea,Saccostrea glomerata,20.48513656,-0.064993071,0.00732248,0.001188099,6.24e-5,7.93637e-4,-5.69591e-4,-2.92191e-4,1.54073e-4,3.05141e-4,1.22426e-4,0.097528985,0.019510629,2737.5,7.914800374124757
Crassostrea_nippona_ott424417,GCA_033439105.1_Cni_ZS_v1,Mollusca,Bivalvia,Ostreida,Ostreidae,Crassostrea,Crassostrea nippona,20.08647258,-0.064993415,0.007322587,0.001188128,6.24e-5,7.93682e-4,-5.69657e-4,-2.9224e-4,1.54113e-4,3.05222e-4,1.22467e-4,0.097562746,0.019518364,2737.5,7.914800374124757
Crassostrea_ariakensis_ott1063880,GCA_020458035.1_ASM2045803v1,Mollusca,Bivalvia,Ostreida,Ostreidae,Crassostrea,Crassostrea ariakensis,20.3125046,-0.064993415,0.007322587,0.001188128,6.24e-5,7.93682e-4,-5.69657e-4,-2.9224e-4,1.54113e-4,3.05222e-4,1.22467e-4,0.097562746,0.019518364,4745,8.464846711044029
Ostrea_denselamellosa_ott1088120,GCA_024699665.1_O._denselamellosa_genome_assembly_1.0,Mollusca,Bivalvia,Ostreida,Ostreidae,Ostrea,Ostrea denselamellosa,20.27053915,-0.064993048,0.007322473,0.001188097,6.24e-5,7.93634e-4,-5.69586e-4,-2.92188e-4,1.54071e-4,3.05136e-4,1.22423e-4,0.097526694,0.019510104,2190,7.691656822810547
Tachypodoiulus_niger_ott412164,GCA_034698465.1_ASM3469846v1,Arthropoda (Mandibulata),Diplopoda,Julida,Julidae,Tachypodoiulus,Tachypodoiulus niger,19.71259198,-0.006681388,-0.041723701,-0.028366909,-0.001925937,-0.019674232,0.264414746,-0.099363257,0.011041067,0.018677665,5.01309e-4,4.90731e-4,-5.82543e-4,3285,8.09712193091871
Nemasoma_varicorne_ott129826,GCA_034693985.1_ASM3469398v1,Arthropoda (Mandibulata),Diplopoda,Julida,Nemasomatidae,Nemasoma,Nemasoma varicorne,19.8451804,-0.006681365,-0.041723299,-0.028366449,-0.001925887,-0.0196735,0.264394566,-0.099352423,0.011039221,0.018674417,5.01197e-4,4.9062e-4,-5.82391e-4,1095,6.9985096422506015
Ophyiulus_pilosus_ott129823,GCA_033995625.1_ASM3399562v1,Arthropoda (Mandibulata),Diplopoda,Julida,Julidae,Ophyiulus,Ophyiulus pilosus,19.17640892,-0.006681388,-0.041723701,-0.028366909,-0.001925937,-0.019674232,0.264414746,-0.099363257,0.011041067,0.018677665,5.01309e-4,4.90731e-4,-5.82543e-4,1095,6.9985096422506015
Proteroiulus_fuscus_ott547146,GCA_034700285.1_ASM3470028v1,Arthropoda (Mandibulata),Diplopoda,Julida,Blaniulidae,Proteroiulus,Proteroiulus fuscus,19.37056212,-0.006681365,-0.041723299,-0.028366449,-0.001925887,-0.0196735,0.264394566,-0.099352423,0.011039221,0.018674417,5.01197e-4,4.9062e-4,-5.82391e-4,3285,8.09712193091871
Notodromas_monacha_ott792554,GCA_905338405.1_Nmo_b1v02_max_arth_b2g_genome,Arthropoda (Mandibulata),Crustacea,Podocopida,Cyprididae,Notodromas,Notodromas monacha,19.74686929,-0.007427672,-0.059753725,-0.063889813,-0.119526973,0.024242886,-0.018481702,-0.007634669,0.00175797,0.003059054,9.22e-5,7.69e-5,-9.65e-5,35,3.5553480614894135
Panopea_generosa_ott875210,GCA_029582155.1_ASM2958215v1,Mollusca,Bivalvia,Adapedonta,Hiatellidae,Panopea,Panopea generosa,21.11135505,-0.064952575,0.00730982,0.001184645,6.21e-5,7.88321e-4,-5.61732e-4,-2.86409e-4,1.49367e-4,2.95438e-4,1.17408e-4,0.093445055,0.018571194,48545,10.790246481804246
Diodora_aspera_ott335847,GCA_031471655.1_ASM3147165v1,Mollusca,Gastropoda,Lepetellida,Fissurellidae,Diodora,Diodora aspera,20.4778872,-0.064337419,0.007116029,0.001131326,5.75e-5,7.03935e-4,-4.29619e-4,-1.83593e-4,5.36e-5,9.4e-5,-1.45e-5,-0.018200559,-0.030748411,7300,8.895629627136483
Haliotis_cracherodii_ott260344,GCA_022045235.1_xgHalCrac1.p,Mollusca,Gastropoda,Lepetellida,Haliotidae,Haliotis,Haliotis cracherodii,20.89068747,-0.064340237,0.007116893,0.001131557,5.75e-5,7.04266e-4,-4.30033e-4,-1.83846e-4,5.38e-5,9.42e-5,-1.46e-5,-0.018252899,-0.030849728,10950,9.301094735244646
Haliotis_rufescens_ott820667,GCA_023055435.1_xgHalRufe1.0.p,Mollusca,Gastropoda,Lepetellida,Haliotidae,Haliotis,Haliotis rufescens,21.01180106,-0.064340237,0.007116893,0.001131557,5.75e-5,7.04266e-4,-4.30033e-4,-1.83846e-4,5.38e-5,9.42e-5,-1.46e-5,-0.018252899,-0.030849728,15512.5,9.649401429512862
Haliotis_rubra_ott695282,GCA_003918875.1_ASM391887v1,Mollusca,Gastropoda,Lepetellida,Haliotidae,Haliotis,Haliotis rubra,21.04409149,-0.064340237,0.007116893,0.001131557,5.75e-5,7.04266e-4,-4.30033e-4,-1.83846e-4,5.38e-5,9.42e-5,-1.46e-5,-0.018252899,-0.030849728,6387.5,8.76209823451196
Hymenolepis_diminuta_ott445201,GCA_900708905.1_H._diminuta_assembly_from_ERS3052629-ERS3052634,Platyhelminthes,Cestoda,Cyclophyllidea,Hymenolepididae,Hymenolepis,Hymenolepis diminuta,18.99362296,-0.061790357,0.006316395,9.12192e-4,3.87e-5,3.624e-4,8.25e-5,1.91568e-4,-2.19988e-4,-4.52347e-4,-1.28834e-4,-0.081599237,0.120906708,5005.9,8.51837249576343
Hymenolepis_microstoma_ott1004838,GCA_000469805.3_HMN_v3,Platyhelminthes,Cestoda,Cyclophyllidea,Hymenolepididae,Hymenolepis,Hymenolepis microstoma,18.94507322,-0.061790357,0.006316395,9.12192e-4,3.87e-5,3.624e-4,8.25e-5,1.91568e-4,-2.19988e-4,-4.52347e-4,-1.28834e-4,-0.081599237,0.120906708,983.7,6.891320972518712
Taenia_saginata_ott1021818,GCA_001693075.2_ASM169307v2,Platyhelminthes,Cestoda,Cyclophyllidea,Taeniidae,Taenia,Taenia saginata,18.94602614,-0.061791199,0.006316634,9.1225e-4,3.87e-5,3.62453e-4,8.26e-5,1.91649e-4,-2.20132e-4,-4.52655e-4,-1.28946e-4,-0.081672048,0.121030289,9332.25,9.14123142232385
Taenia_hydatigena_ott1004844,GCA_036345935.2_Thy_genome_v2.1_HiC,Platyhelminthes,Cestoda,Cyclophyllidea,Taeniidae,Taenia,Taenia hydatigena,19.54751164,-0.061791199,0.006316634,9.1225e-4,3.87e-5,3.62453e-4,8.26e-5,1.91649e-4,-2.20132e-4,-4.52655e-4,-1.28946e-4,-0.081672048,0.121030289,545.3022321,6.301340195266752
Taenia_asiatica_ott614168,GCA_001693035.2_Taenia_asiatica_TASYD01_v1,Platyhelminthes,Cestoda,Cyclophyllidea,Taeniidae,Taenia,Taenia asiatica,18.94350914,-0.061791199,0.006316634,9.1225e-4,3.87e-5,3.62453e-4,8.26e-5,1.91649e-4,-2.20132e-4,-4.52655e-4,-1.28946e-4,-0.081672048,0.121030289,10054.4125,9.215766871857266
Taenia_solium_ott1021812,GCA_001870725.1_MEX_genome.1-6-13,Platyhelminthes,Cestoda,Cyclophyllidea,Taeniidae,Taenia,Taenia solium,18.68158987,-0.061791199,0.006316634,9.1225e-4,3.87e-5,3.62453e-4,8.26e-5,1.91649e-4,-2.20132e-4,-4.52655e-4,-1.28946e-4,-0.081672048,0.121030289,4719.2,8.459394572688865
Rodentolepis_nana_ott348019,GCA_900617975.1_H_nana_Japan_0011_upd,Platyhelminthes,Cestoda,Cyclophyllidea,Hymenolepididae,Rodentolepis,Rodentolepis nana,18.90891429,-0.061790263,0.006316368,9.12185e-4,3.87e-5,3.62394e-4,8.25e-5,1.91558e-4,-2.19972e-4,-4.52312e-4,-1.28821e-4,-0.081591054,0.120892823,66.33333333,4.194692536006132
Doryteuthis_pealeii_ott241285,GCA_023376005.1_UCB_Dpea_1,Mollusca,Cephalopoda,Myopsida,Loliginidae,Doryteuthis,Doryteuthis pealeii,22.24888761,-0.064323075,0.0071108,0.001129677,5.73e-5,7.00247e-4,-4.20702e-4,-1.748e-4,4.44e-5,7.51e-5,-1.29e-5,-0.013878198,-0.006233549,365,5.8998973535824915
Elysia_crispata_ott80756,GCA_033675545.1_ASM3367554v1,Mollusca,Gastropoda,Sacoglossa,Plakobranchidae,Elysia,Elysia crispata,20.48289484,-0.064826736,0.007268717,0.00117289,6.1e-5,7.67239e-4,-0.00051972400000000005,-2.45788e-4,8.99e-5,1.62557e-4,-3.3e-5,-0.042695275,-0.094256279,669.1666667,6.50603315720262
Elysia_chlorotica_ott388568,GCA_003991915.1_ElyChl2.0,Mollusca,Gastropoda,Sacoglossa,Plakobranchidae,Elysia,Elysia chlorotica,20.13893773,-0.064826736,0.007268717,0.00117289,6.1e-5,7.67239e-4,-0.00051972400000000005,-2.45788e-4,8.99e-5,1.62557e-4,-3.3e-5,-0.042695275,-0.094256279,466.3888889,6.1450198116393
Elysia_marginata_ott649165,GCA_019649035.1_Ema_v1,Mollusca,Gastropoda,Sacoglossa,Plakobranchidae,Elysia,Elysia marginata,20.48795113,-0.064826736,0.007268717,0.00117289,6.1e-5,7.67239e-4,-0.00051972400000000005,-2.45788e-4,8.99e-5,1.62557e-4,-3.3e-5,-0.042695275,-0.094256279,270,5.598421958998375
Piscicola_geometra_ott217749,GCA_943735955.1_wrPisGeom1.1,Annelida,Clitellata,Hirudinida,Piscicolidae,Piscicola,Piscicola geometra,18.95773098,-0.063470448,0.006841645,0.001055466,5.09e-5,5.82085e-4,-2.34597e-4,-3.09e-5,-7.78e-5,-1.75312e-4,-9.22e-5,-0.065673378,0.085206304,292,5.676753802268282
Hirudinaria_bpling_ott215022,GCA_034509925.1_ASM3450992v1,Annelida,Clitellata,Hirudinida,Hirudinidae,Hirudinaria,Hirudinaria manillensis,18.81681004,-0.063470816,0.006841755,0.001055495,5.09e-5,5.82121e-4,-2.34627e-4,-3.09e-5,-7.79e-5,-1.75363e-4,-9.22e-5,-0.065698253,0.085243264,2920,7.979338895262328
Hirudo_verbana_ott1037686,GCA_020137395.1_ASM2013739v1,Annelida,Clitellata,Hirudinida,Hirudinidae,Hirudo,Hirudo verbana,19.2750505,-0.063470838,0.006841762,0.001055497,5.09e-5,5.82123e-4,-2.34629e-4,-3.09e-5,-7.79e-5,-1.75366e-4,-9.22e-5,-0.065699744,0.08524548,1095,6.9985096422506015
Erpobdella_octoculata_ott931415,GCA_963978895.1_wkErpOcto2.1,Annelida,Clitellata,Hirudinida,Erpobdellidae,Erpobdella,Erpobdella octoculata,19.77171004,-0.063470766,0.00684174,0.001055491,5.09e-5,5.82116e-4,-2.34623e-4,-3.09e-5,-7.79e-5,-1.75356e-4,-9.22e-5,-0.065694907,0.085238293,817.9924242,6.706853075190667
Hydroides_elegans_ott327380,GCA_001703475.1_H_elegans_v1.0,Annelida,Polychaeta,Sabellida,Serpulidae,Hydroides,Hydroides elegans,20.74897881,-0.063456566,0.006837495,0.00105439,5.08e-5,5.80719e-4,-2.33467e-4,-3.06e-5,-7.7e-5,-1.7338e-4,-9.08e-5,-0.064724099,0.083793728,304.1666667,5.717575796898126
Ridgeia_piscesae_ott632536,GCA_025642075.2_R07B-5,Annelida,Polychaeta,Sabellida,Siboglinidae,Ridgeia,Ridgeia piscesae,20.30509258,-0.063457663,0.006837823,0.001054475,5.08e-5,5.80827e-4,-2.33556e-4,-3.07e-5,-7.71e-5,-1.7353e-4,-9.09e-5,-0.064797484,0.08390256,7300,8.895629627136483
Escarpia_spicata_ott117877,GCA_963995525.1_wsEscSpic3.1,Annelida,Polychaeta,Sabellida,Siboglinidae,Escarpia,Escarpia spicata,20.78355283,-0.063457663,0.006837823,0.001054475,5.08e-5,5.80827e-4,-2.33556e-4,-3.07e-5,-7.71e-5,-1.7353e-4,-9.09e-5,-0.064797484,0.08390256,91250,11.421358271444738
Sabella_spallanzanii_ott415986,GCA_964340945.1_wsSabSpal1.2,Annelida,Polychaeta,Sabellida,Sabellidae,Sabella,Sabella spallanzanii,21.04118421,-0.063456566,0.006837495,0.00105439,5.08e-5,5.80719e-4,-2.33467e-4,-3.06e-5,-7.7e-5,-1.7338e-4,-9.08e-5,-0.064724099,0.083793728,1825,7.509335266016592
Stenchaetothrips_biformis_ott157036,GCA_030522485.1_ASM3052248v1,Arthropoda (Mandibulata),Insecta,Thysanoptera,Thripidae,Stenchaetothrips,Stenchaetothrips biformis,19.64110145,-0.006841531,-0.046046119,-0.038100088,0.017084707,-0.004838355,0.057460466,0.128813493,-0.131755279,-0.314371868,0.009350048,0.001714484,-0.001726219,21.16,3.052112606990099
Frankliniella_fusca_ott80013,GCA_029379305.1_ASM2937930v1,Arthropoda (Mandibulata),Insecta,Thysanoptera,Thripidae,Frankliniella,Frankliniella fusca,19.73561284,-0.006841531,-0.046046119,-0.038100088,0.017084707,-0.004838355,0.057460466,0.128813493,-0.131755279,-0.314371868,0.009350048,0.001714484,-0.001726219,35.83,3.5787855313168624
Helobdella_robusta_ott870792,GCA_000326865.1_Helobdella_robusta_v1.0,Annelida,Clitellata,Rhynchobdellida,Glossiphoniidae,Helobdella,Helobdella robusta,19.27669551,-0.063470731,0.00684173,0.001055488,5.09e-5,5.82112e-4,-2.3462e-4,-3.09e-5,-7.79e-5,-1.75352e-4,-9.22e-5,-0.065692546,0.085234785,331,5.802118375377063
Pomacea_canaliculata_ott229287,GCA_003073045.1_ASM307304v1,Mollusca,Gastropoda,Architaenioglossa,Ampullariidae,Pomacea,Pomacea canaliculata,19.902648,-0.064552126,0.007183223,0.001149675,5.91e-5,7.32165e-4,-4.70572e-4,-2.12323e-4,7.09e-5,1.2672e-4,-2.36e-5,-0.030223281,-0.062471819,1137.213889,7.036336593033251
Marisa_cornuarietis_ott370521,GCA_004794655.1_Mca_v2.0.fa,Mollusca,Gastropoda,Architaenioglossa,Ampullariidae,Marisa,Marisa cornuarietis,20.09831387,-0.064552081,0.007183209,0.001149671,5.91e-5,7.32159e-4,-4.70565e-4,-2.12318e-4,7.09e-5,1.26716e-4,-2.36e-5,-0.030221908,-0.062468571,534,6.280395838960195
Lanistes_nyassanus_ott468252,GCA_004794575.1_ASM479457v1,Mollusca,Gastropoda,Architaenioglossa,Ampullariidae,Lanistes,Lanistes nyassanus,20.04478892,-0.064552081,0.007183209,0.001149671,5.91e-5,7.32159e-4,-4.70565e-4,-2.12318e-4,7.09e-5,1.26716e-4,-2.36e-5,-0.030221908,-0.062468571,3650,8.202482446576537
Lepeophtheirus_salmonis_salmonis_ott5791780,GCA_016086655.4_UVic_Lsal_1.3,Arthropoda (Mandibulata),Crustacea,Hexanauplia,Caligidae,Lepeophtheirus,Lepeophtheirus salmonis,20.28818567,-0.006635881,-0.041647845,-0.030530677,0.005627884,-0.008397978,0.045579194,0.054991581,-0.025883785,-0.048822684,-0.002635487,-0.001408479,0.002998214,212.85,5.360587692274161
Oithona_nana_ott840665,GCA_900157175.1_O_NANA_1,Arthropoda (Mandibulata),Crustacea,Hexanauplia,Oithonidae,Oithona,Oithona nana,18.25828071,-0.006635825,-0.041646877,-0.030529485,0.005627528,-0.008397224,0.045570804,0.054977117,-0.025873344,-0.048802199,-0.00263407,-0.001407706,0.002996328,42,3.7376696182833684
Schistocephalus_solidus_ott1064216,GCA_017591395.1_ASM1759139v1,Platyhelminthes,Cestoda,Diphyllobothriidea,Diphyllobothriidae,Schistocephalus,Schistocephalus solidus,20.25359401,-0.061787146,0.006315485,9.11971e-4,3.87e-5,3.62199e-4,8.24e-5,1.91255e-4,-2.19437e-4,-4.51169e-4,-1.28404e-4,-0.081320998,0.120434376,398.6625,5.988115194282833
Spirometra_erinaceieuropaei_ott883817,GCA_902702965.1_SerJ_v2_0,Platyhelminthes,Cestoda,Diphyllobothriidea,Diphyllobothriidae,Spirometra,Spirometra erinaceieuropaei,20.49514663,-0.061787146,0.006315485,9.11971e-4,3.87e-5,3.62199e-4,8.24e-5,1.91255e-4,-2.19437e-4,-4.51169e-4,-1.28404e-4,-0.081320998,0.120434376,5218.575,8.559979655102792
Tachypleus_tridentatus_ott511975,GCA_004210375.1_ASM421037v1,Arthropoda (Chelicerata),Merostomata,Xiphosura,Limulidae,Tachypleus,Tachypleus tridentatus,21.49682661,-0.006689337,-0.040317063,-0.020296262,-0.00273902,-0.189058178,-0.026089355,-0.008074293,0.001859981,0.003233976,9.75e-5,2.25403e-4,-2.4975e-4,5475,8.607947554684701
Limulus_polyphemus_ott511973,GCA_000517525.1_Limulus_polyphemus-2.1.2,Arthropoda (Chelicerata),Merostomata,Xiphosura,Limulidae,Limulus,Limulus polyphemus,21.32662876,-0.006689336,-0.04031706,-0.020296259,-0.002739019,-0.189058111,-0.026089336,-0.008074284,0.001859978,0.003233971,9.75e-5,2.25403e-4,-2.49749e-4,7026.25,8.857408414316284
Lithobius_mutabilis_ott267601,GCA_034697385.1_ASM3469738v1,Arthropoda (Mandibulata),Chilopoda,Lithobiomorpha,Lithobiidae,Lithobius,Lithobius mutabilis,19.90128596,-0.006680048,-0.041700495,-0.028340393,-0.001923022,-0.019631933,0.263247782,-0.098736037,0.010934013,0.01848926,4.9482e-4,4.84244e-4,-5.73714e-4,1825,7.509335266016592
Loa_loa_ott555803,GCA_000183805.3_Loa_loa_V3.1,Nematoda,Chromadorea,Monhysterida,Onchocercidae,Loa,Loa loa,18.33038214,-0.007957871,-0.087093234,0.085831256,0.001105157,0.010318192,-0.004923198,-0.001957968,5.3651e-4,9.45057e-4,3.08e-5,8.78e-5,-1e-4,4675.275,8.450043263522163
Mansonella_perstans_ott685524,GCA_037074765.1_Mpe_Cam_1,Nematoda,Chromadorea,Monhysterida,Onchocercidae,Mansonella,Mansonella perstans,18.14696293,-0.00795788,-0.087093502,0.085831699,0.001105166,0.010318314,-0.004923318,-0.001958036,5.36539e-4,9.4511e-4,3.08e-5,8.78e-5,-1e-4,4281.3,8.362011980774454
Litomosoides_sigmodontis_ott549976,GCA_963070105.1_nxLitSigm11.1,Nematoda,Chromadorea,Monhysterida,Onchocercidae,Litomosoides,Litomosoides sigmodontis,18.00330915,-0.007957871,-0.087093234,0.085831256,0.001105157,0.010318192,-0.004923198,-0.001957968,5.3651e-4,9.45057e-4,3.08e-5,8.78e-5,-1e-4,560.9625,6.329654058368689
Mansonella_ozzardi_ott1020921,GCA_029876185.1_NEB_Moz_Venz_1,Nematoda,Chromadorea,Monhysterida,Onchocercidae,Mansonella,Mansonella ozzardi,18.13106268,-0.00795788,-0.087093502,0.085831699,0.001105166,0.010318314,-0.004923318,-0.001958036,5.36539e-4,9.4511e-4,3.08e-5,8.78e-5,-1e-4,2100.375,7.649871179198106
Monoplex_corrugatus_ott2890223,GCA_030674185.1_MNHN-Mocor-1,Mollusca,Gastropoda,Littorinimorpha,Ranellidae,Monoplex,Monoplex corrugatus,21.84674573,-0.064549177,0.007182313,0.00114943,5.9e-5,7.31806e-4,-4.70099e-4,-2.12017e-4,7.08e-5,1.26428e-4,-2.35e-5,-0.030131813,-0.062254889,1505.625,7.316963373369136
Littorina_saxatilis_ott182096,GCA_037325665.1_US_GU_Lsax_2.0,Mollusca,Gastropoda,Littorinimorpha,Littorinidae,Littorina,Littorina saxatilis,20.95135113,-0.064551365,0.007182988,0.001149611,5.91e-5,7.32072e-4,-4.70449e-4,-2.12243e-4,7.09e-5,1.26643e-4,-2.35e-5,-0.030198939,-0.062413819,2443.472222,7.801175348526091
Potamopyrgus_estuarinus_ott513707,GCA_040114235.1_ASM4011423v1,Mollusca,Gastropoda,Littorinimorpha,Tateidae,Potamopyrgus,Potamopyrgus estuarinus,20.05896457,-0.064550679,0.0071827770000000004,0.001149555,5.9e-5,7.31989e-4,-4.70339e-4,-2.12172e-4,7.08e-5,1.26575e-4,-2.35e-5,-0.030177868,-0.062363919,365,5.8998973535824915
Lottia_scabra_ott840646,GCA_029955415.1_xgLotScab1.0.hap1,Mollusca,Gastropoda,Lottioidea,Lottiidae,Lottia,Lottia scabra,19.84159701,-0.064342597,0.007117617,0.00113175,5.75e-5,7.04542e-4,-4.3038e-4,-1.84058e-4,5.39e-5,9.44e-5,-1.46e-5,-0.018297024,-0.030935229,3041.666667,8.020160889892171
Macrostomum_lignano_ott735030,GCA_002269645.1_Mlig_3_7,Platyhelminthes,Turbellaria,Macrostomida,Macrostomidae,Macrostomum,Macrostomum lignano,20.45461587,-0.061747561,0.006304261,9.09246e-4,3.85e-5,3.59707e-4,8.13e-5,1.87381e-4,-2.12593e-4,-4.36525e-4,-1.23044e-4,-0.077853907,0.114539231,627.2916667,6.441411610621027
Sipha_flava_ott443995,GCA_003268045.1_YSA_version1,Arthropoda (Mandibulata),Insecta,Hemiptera,Aphididae,Sipha,Sipha flava,19.68251069,-0.006837306,-0.045967218,-0.037990301,0.017004927,-0.004806228,0.056674557,0.126286205,-0.127763832,-0.304457881,0.008969992,0.00164328,-0.001643776,43,3.7612001156935624
Magicicada_cassini_ott435888,GCA_028571305.1_ASM2857130v1,Arthropoda (Mandibulata),Insecta,Hemiptera,Cicadidae,Magicicada,Magicicada cassini,21.37897471,-0.006839446,-0.046007153,-0.038045826,0.017045227,-0.004822435,0.057069111,0.127549794,-0.129744616,-0.309373455,0.009157214,0.001678334,-0.001684181,6205,8.733110697638708
Venustaconcha_ellipsiformis_ott116466,GCA_003401595.1_ASM340159v1,Mollusca,Bivalvia,Unionida,Unionidae,Venustaconcha,Venustaconcha ellipsiformis,21.18700778,-0.064915306,0.007298184,0.001181474,6.18e-5,7.8346e-4,-5.54602e-4,-2.81197e-4,1.45173e-4,2.86803e-4,1.12988e-4,0.089851116,0.017750196,5475,8.607947554684701
Margaritifera_margaritifera_durrovensis_ott622474,GCA_029931535.1_MarmarV2,Mollusca,Bivalvia,Unionida,Margaritiferidae,Margaritifera,Margaritifera margaritifera,21.62079162,-0.064915294,0.00729818,0.001181473,6.18e-5,7.83458e-4,-5.54599e-4,-2.81195e-4,1.45171e-4,2.868e-4,1.12987e-4,0.089849999,0.017749943,53290,10.883503975290829
Unio_pictorum_ott70003,GCA_030141615.1_Upi_BIV9798,Mollusca,Bivalvia,Unionida,Unionidae,Unio,Unio pictorum,21.61293568,-0.064915469,0.007298234,0.001181488,6.18e-5,7.83481e-4,-5.54632e-4,-2.81219e-4,1.4519e-4,2.86839e-4,1.13007e-4,0.089865912,0.017753544,5091.75,8.535376861849866
Megalonaias_nervosa_ott609673,GCA_016617855.1_ASM1661785v1,Mollusca,Bivalvia,Unionida,Unionidae,Megalonaias,Megalonaias nervosa,21.58413617,-0.064915306,0.007298184,0.001181474,6.18e-5,7.8346e-4,-5.54602e-4,-2.81197e-4,1.45173e-4,2.86803e-4,1.12988e-4,0.089851116,0.017750196,16425,9.706559843352812
Watersipora_subatra_ott5736426,GCA_963576615.1_tzWatSuba1.1,Bryozoa,Gymnolaemata,Cheilostomatida,Watersiporidae,Watersipora,Watersipora subatra,20.47960382,-0.061709088,0.006293357,9.066e-4,3.83e-5,3.57291e-4,8.01e-5,1.83642e-4,-2.06013e-4,-4.22452e-4,-1.17911e-4,-0.074534198,0.108907346,243.3333333,5.49443224533734
Mermis_nigrescens_ott824126,GCA_036768485.1_OU_Mnig_GAv1.2,Nematoda,Enoplea,Mermithida,Mermithidae,Mermis,Mermis nigrescens,20.07742201,-0.007944097,-0.086675021,0.085138292,0.001090702,0.010126357,-0.004734879,-0.00185064,4.91179e-4,8.61951e-4,2.73e-5,7.76e-5,-8.6700000000000007e-05,790,6.672032945461067
Ornithodoros_moubata_ott896268,GCA_029532675.1_ASM2953267v1,Arthropoda (Chelicerata),Arachnida,Ixodida,Argasidae,Ornithodoros,Ornithodoros moubata,20.10572924,-0.006702926,-0.040545585,-0.020490874,-0.002781972,-0.1933168,-0.027345644,-0.008650363,0.00207771,0.003630941,1.13849e-4,2.64116e-4,-3.01069e-4,4197.5,8.342244388951697
Patella_caerulea_ott833972,GCA_964341155.2_xgPatCaer1.2,Mollusca,Gastropoda,Patelloidea,Patellidae,Patella,Patella caerulea,20.40290775,-0.064342859,0.007117697,0.001131772,5.75e-5,7.04573e-4,-4.30418e-4,-1.84082e-4,5.39e-5,9.44e-5,-1.46e-5,-0.018301909,-0.030944687,1703.333333,7.440342394333946
Patella_pellucida_ott326421,GCA_917208275.1_xgPatPell1.1,Mollusca,Gastropoda,Patelloidea,Patellidae,Patella,Patella pellucida,20.38368959,-0.064342859,0.007117697,0.001131772,5.75e-5,7.04573e-4,-4.30418e-4,-1.84082e-4,5.39e-5,9.44e-5,-1.46e-5,-0.018301909,-0.030944687,365,5.8998973535824915
Patella_ulyssiponensis_ott503763,GCA_963678685.1_xgPatUlys2.1,Mollusca,Gastropoda,Patelloidea,Patellidae,Patella,Patella ulyssiponensis,20.35737106,-0.064342859,0.007117697,0.001131772,5.75e-5,7.04573e-4,-4.30418e-4,-1.84082e-4,5.39e-5,9.44e-5,-1.46e-5,-0.018301909,-0.030944687,5475,8.607947554684701
Patella_depressa_ott259396,GCA_948474765.1_xgPatDepr1.1,Mollusca,Gastropoda,Patelloidea,Patellidae,Patella,Patella depressa,20.34304626,-0.064342859,0.007117697,0.001131772,5.75e-5,7.04573e-4,-4.30418e-4,-1.84082e-4,5.39e-5,9.44e-5,-1.46e-5,-0.018301909,-0.030944687,2068.333333,7.634498408809438
